Column1;Column2;containsfood
thankyou;thank you good bye;FALSE
inform;east;FALSE
inform;i dont care;FALSE
request;what is the phone number;FALSE
request;what is the phone number;FALSE
request;address;FALSE
null;looking for a place that serves whole worl;FALSE
null;noise;FALSE
inform;it doesnt matter;FALSE
thankyou;thank you good bye;FALSE
request;what type of venue;FALSE
inform;moderately priced;FALSE
affirm;yes in the cheap price range;FALSE
request;okay how about the address;FALSE
inform;modern european;FALSE
request;phone number;FALSE
inform;thai food;TRUE
request;phone number;FALSE
inform;dont care;FALSE
inform;it does not matter;FALSE
inform;north part;FALSE
request;what is the phone number;FALSE
deny;not european fusion;FALSE
null;of the venue;FALSE
request;whats its address;FALSE
inform;thai;FALSE
inform;just chinese food in the north part of town;TRUE
request;what is the phone number;FALSE
inform;im looking for a eritrean restaurant;FALSE
inform;im looking for a cheap restaurant that serves gastropub food;TRUE
inform;any type of food;TRUE
request;can i get the address;FALSE
inform;im looking for a cheap restaurant in the north part of town;FALSE
affirm;yes;FALSE
inform;center;FALSE
thankyou;thank you;FALSE
request;and the type of food;TRUE
request;what is the phone number;FALSE
request;can i get the address;FALSE
request;phone;FALSE
hello;hi i am looking for a moderately priced restaurant in the west;FALSE
inform;i dont care;FALSE
thankyou;thank you goodbye noise;FALSE
request;may i have the address and phone number;FALSE
request;can i get the phone number;FALSE
request;address;FALSE
affirm;yes indian food;TRUE
affirm;yes;FALSE
request;what area is that;FALSE
thankyou;okay thank you good bye;FALSE
request;what is the address and phone number;FALSE
affirm;uh yes can i get a cheap restaurant in the west part of town;FALSE
request;could i have its phone number;FALSE
inform;west part of town;FALSE
inform;north part of town turkish food;TRUE
request;address;FALSE
request;what is the address;FALSE
inform;south;FALSE
request;what is the phone number;FALSE
inform;im looking for a spanish food restaurant;TRUE
request;what is the address;FALSE
inform;center;FALSE
inform;want one that serves international food;TRUE
null;noise;FALSE
inform;moderate;FALSE
request;phone number;FALSE
request;whats the phone number;FALSE
inform;im looking for a expensive restaurant in the;FALSE
inform;uh expensive;FALSE
inform;looking for a moderately priced restaurant that serves unusual food;TRUE
request;phone number;FALSE
inform;thai;FALSE
inform;in the south part of town;FALSE
inform;i dont care;FALSE
reqalts;how about modern european food;TRUE
inform;modern european;FALSE
reqalts;how about british food;TRUE
inform;im looking for an expensive restaurant serving malaysian food;TRUE
inform;cheap restaurant;FALSE
confirm;is it the east part of town;FALSE
inform;south part of town;FALSE
request;whats the address;FALSE
inform;italian;FALSE
request;what is the phone number;FALSE
request;what is the address;FALSE
thankyou;thank you good bye;FALSE
negate;no singaporean;FALSE
null;unintelligible;FALSE
inform;expensive mexican;FALSE
request;and the address;FALSE
inform;spanish;FALSE
thankyou;thank you and goodbye;FALSE
thankyou;thank you good bye;FALSE
bye;good bye;FALSE
restart;start over;FALSE
inform;scandinavian;FALSE
null;what;FALSE
confirm;is it in the east of town;FALSE
inform;european food;TRUE
null;do they have;FALSE
reqalts;how about mediterranean;FALSE
request;whats the name;FALSE
inform;european food;TRUE
negate;no;FALSE
confirm;okay is that an expensive restaurant;FALSE
request;what is the address;FALSE
request;price;FALSE
thankyou;thank you good bye;FALSE
inform;it should serve fusion food;TRUE
request;and the phone number;FALSE
reqalts;anything else;FALSE
inform;expensive restaurant;FALSE
reqalts;how about the center area;FALSE
affirm;yes;FALSE
request;address;FALSE
negate;no i want american food;TRUE
request;what is the phone number and post code of the venue;FALSE
request;what is the address and phone number;FALSE
inform;south part of town;FALSE
inform;turkish food;TRUE
null;sil;FALSE
request;may i have the address;FALSE
inform;food;TRUE
affirm;yes;FALSE
request;what is the phone number and post code;FALSE
request;whats their address;FALSE
request;can i get the address and phone number;FALSE
null;how about unintelligible;FALSE
inform;any;FALSE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
affirm;yes;FALSE
inform;im looking for a cheap restaurant in the;FALSE
inform;south;FALSE
inform;turkish food;TRUE
request;what type of food do they ser;TRUE
inform;any;FALSE
thankyou;noise thank you good bye;FALSE
reqalts;anything else;FALSE
request;address;FALSE
request;whats the address;FALSE
request;what type of food is it;TRUE
thankyou;thank you goodbye;FALSE
repeat;repeat;FALSE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
inform;korean food;TRUE
inform;british food;TRUE
reqalts;can i have another option;FALSE
affirm;yes;FALSE
inform;a restaurant in the west part of town should serve crossover food;TRUE
request;price range;FALSE
thankyou;thank you goodbye;FALSE
inform;i dont care;FALSE
inform;west;FALSE
inform;thai;FALSE
request;address;FALSE
inform;im looking for vietnamese food;TRUE
thankyou;thank you good bye;FALSE
inform;i want to find a restaurant in the south part of town that serves in;FALSE
inform;noise west;FALSE
inform;im looking for a moderately priced restaurant that serves japanese;FALSE
inform;dont care;FALSE
thankyou;thank you good bye;FALSE
inform;portugese;FALSE
inform;anywhere;FALSE
bye;good bye;FALSE
inform;im looking for an expensive restaurant in the south part of town;FALSE
affirm;yes;FALSE
null;noise;FALSE
request;whats the post code;FALSE
inform;i dont care;FALSE
inform;expensive;FALSE
request;uh can i have the phone number please;FALSE
reqalts;anything else;FALSE
null;sil;FALSE
inform;thai food;TRUE
request;phone number;FALSE
inform;asian;FALSE
inform;south part of town;FALSE
thankyou;thank you good bye;FALSE
null;noise;FALSE
request;whats their address;FALSE
inform;moderately priced serving european food;TRUE
inform;looking for a restaurant in the east part of town;FALSE
inform;east part of town;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;cheap restaurant in the south part of town;FALSE
inform;im looking for an expensive restaurant;FALSE
inform;any;FALSE
inform;need it in north;FALSE
inform;polish food;TRUE
bye;good bye;FALSE
null;okay;FALSE
inform;any;FALSE
thankyou;thank you goodbye;FALSE
inform;moderate;FALSE
inform;seafood;TRUE
inform;dont care;FALSE
affirm;yes;FALSE
confirm;does it serve kitalian food;TRUE
request;uh whats the address;FALSE
affirm;yes;FALSE
request;what is the phone number;FALSE
thankyou;thank you good b;FALSE
request;phone number;FALSE
request;whats their address;FALSE
null;sil;FALSE
inform;mediterranean food;TRUE
inform;cheap restaurant;FALSE
thankyou;thank you good bye;FALSE
null;system;FALSE
thankyou;thank you goodbye;FALSE
inform;swedish food;TRUE
request;type of food does it serve;TRUE
null;unintelligible;FALSE
request;phone number;FALSE
inform;im looking for a restaurant in the north part of town and it should serve indo;FALSE
inform;a restaurant in the south part of town hungarian food;TRUE
null;noise;FALSE
request;what is the address;FALSE
null;what;FALSE
thankyou;thank you goodbye;FALSE
inform;anything;FALSE
affirm;yes id like to find a cheap;FALSE
request;whats the address;FALSE
inform;north;FALSE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
request;how about the phone number;FALSE
request;address;FALSE
inform;expensive;FALSE
request;phone number;FALSE
inform;im looking for a restaurant serving polish food;TRUE
inform;im looking for a moderately priced restaurant in the north part of town;FALSE
thankyou;thank you good bye;FALSE
inform;uh west;FALSE
inform;im looking for an expensive restaurant that serves irish food;TRUE
request;what is the address;FALSE
request;whats the address and phone number;FALSE
inform;any;FALSE
inform;any;FALSE
inform;im looking for irish food in any price range;TRUE
affirm;right;FALSE
negate;no im looking for a moderately priced restaurant that serves kosher food;TRUE
inform;dont care;FALSE
inform;it doesnt matter;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a cheap restaurant;FALSE
request;what type of food is this;TRUE
inform;tv_noise any;FALSE
inform;asian oriental food;TRUE
reqalts;how about italian food;TRUE
request;whats the address;FALSE
null;noise;FALSE
repeat;repeat;FALSE
thankyou;thank you good bye;FALSE
inform;i am looking for a moderately priced restaurant in the;FALSE
request;what is the phone number;FALSE
inform;i want a restaurant in the west part of town that serves jamaican;FALSE
request;the address;FALSE
inform;cheap restaurant in the south part of town;FALSE
negate;no singaporean;FALSE
reqmore;more;FALSE
inform;dont care;FALSE
request;what is the price range;FALSE
request;address and post code;FALSE
inform;im looking for a restaurant that serves gastropub food any price range;TRUE
negate;no thank you good bye;FALSE
inform;any area;FALSE
inform;i dont care;FALSE
reqalts;is there anything else;FALSE
inform;italian food;TRUE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
inform;looking for a cheap restaurant in the west part of town;FALSE
affirm;yes;FALSE
null;noise;FALSE
inform;cheap;FALSE
request;whats the phone number for that restaurant;FALSE
bye;good bye;FALSE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
inform;find me a restaurant in the north part of town;FALSE
inform;doesnt matter;FALSE
deny;dont want that;FALSE
inform;north;FALSE
reqalts;how about thai food;TRUE
request;alright whats the address;FALSE
inform;east;FALSE
null;noise;FALSE
affirm;yes;FALSE
affirm;ye;FALSE
inform;dont care;FALSE
inform;cheap;FALSE
null;how about;FALSE
request;phone;FALSE
inform;restaurant;FALSE
request;what is the address and the type of food;TRUE
request;what is the phone number;FALSE
thankyou;thank you good bye;FALSE
inform;an expensive unintelligible;FALSE
inform;turkish restaurant;FALSE
inform;i dont care;FALSE
inform;korean food expensive;TRUE
thankyou;thank you goodbye;FALSE
request;what is the whats the phone number;FALSE
request;what is the phone number;FALSE
inform;british food;TRUE
inform;i need a restaurant in the center of town;FALSE
inform;i need a restaurant;FALSE
thankyou;thank you good bye;FALSE
inform;east;FALSE
thankyou;thank you good bye;FALSE
negate;no i want halal food;TRUE
inform;indonesian food;TRUE
request;whats the address;FALSE
inform;any;FALSE
request;whats the phone number;FALSE
request;phone number;FALSE
request;can i get the address and phone number;FALSE
request;address;FALSE
request;what is the address;FALSE
bye;good bye;FALSE
request;what is the address;FALSE
affirm;yes;FALSE
request;can you give me its post code;FALSE
inform;unusual food;TRUE
inform;i need thai food;TRUE
request;uh i want to know the address and phone number;FALSE
null;sil;FALSE
request;what is the address;FALSE
reqalts;how about indian type food;TRUE
bye;okay thank you and good bye;FALSE
request;address;FALSE
inform;it doesnt matter;FALSE
inform;the south part of town;FALSE
inform;in the west part of town in the cheap price range;FALSE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
request;address;FALSE
request;address;FALSE
thankyou;thank you good bye;FALSE
request;what is the address;FALSE
reqalts;how about canapes;FALSE
thankyou;thank you good bye;FALSE
inform;indian type of food;TRUE
request;area;FALSE
inform;caribbean food;TRUE
request;can i have the address;FALSE
reqalts;what about chinese food;TRUE
inform;cheap restaurant;FALSE
inform;looking for an expensive restaurant;FALSE
reqalts;anything else;FALSE
null;unintelligible;FALSE
inform;sea food;TRUE
inform;thai food;TRUE
request;what is the phone number;FALSE
inform;i need a moderately priced restaurant;FALSE
request;address;FALSE
null;sil;FALSE
affirm;yes;FALSE
request;phone number;FALSE
affirm;yes;FALSE
inform;im looking for a moderately priced restaurant that serves vietnamese food;TRUE
thankyou;thank you good bye;FALSE
inform;any price range;FALSE
inform;turkish food;TRUE
reqalts;how about asian oriental food;TRUE
request;phone number;FALSE
inform;expensive mediterranean food;TRUE
request;phone number;FALSE
inform;any;FALSE
inform;lebanese;FALSE
thankyou;thank you good bye;FALSE
inform;italian;FALSE
thankyou;thank you good bye;FALSE
request;whats the phone number;FALSE
request;what type of food is it;TRUE
inform;american;FALSE
inform;im looking for a moderately priced restaurant in the north part of town;FALSE
thankyou;thank you good bye;FALSE
request;and the post code;FALSE
affirm;yes;FALSE
inform;italian food in the west part of town;TRUE
null;noise;FALSE
request;what is the price range;FALSE
thankyou;thank you;FALSE
thankyou;thank you goodbye;FALSE
reqalts;is there anything else;FALSE
reqalts;thats fine how bout asian food;TRUE
inform;asian oriental food;TRUE
negate;no;FALSE
inform;any kind;FALSE
inform;iam looking;FALSE
thankyou;thank you good bye;FALSE
request;can i have the phone number address and price range;FALSE
request;what is the phone number;FALSE
